locus_tag,state,FUN,KO,KA,COG,CA,NCBI,baseMean.WT,log2FoldChange.WT,lfcSE.WT,stat.WT,pvalue.WT,padj.WT,WT1IN.WT,WT3IN.WT,WT1NFR5.WT,WT3NFR5.WT,WT1GIFU.WT,WT3GIFU.WT,WT1COL0.WT,WT3COL0.WT,baseMean.NS,log2FoldChange.NS,lfcSE.NS,stat.NS,pvalue.NS,padj.NS,NS1IN.NS,NS3IN.NS,NS1NFR5.NS,NS3NFR5.NS,NS1GIFU.NS,NS3GIFU.NS,NS1COL0.NS,NS3COL0.NS
R7A2020_28110,IN-NS-CE,HYP,NA,NA,NA,NA,hypothetical protein,157.21800958103574,6.031664484053591,1.9803458765107675,8.806642584572657,0.03197526820737772,0.4134046898456079,191.12575228105197,194.42014018837668,246.6892629795393,1.055670088961563,615.0971350156411,5.445333924593157,3.2237250455068316,0.6870571246152356,172.91056238057755,-1.5768775223679885,1.2478984169018286,9.06806324110687,0.02839950319109222,0.350950580436618,66.01822734449308,20.632392558760323,101.84786082541936,194.9112697582859,78.03404434669824,36.35607590178031,779.5883404222093,105.89628788697384
R7A2020_28110,WT-PL-CE,HYP,NA,NA,NA,NA,hypothetical protein,157.21800958103574,6.031664484053591,1.9803458765107675,8.806642584572657,0.03197526820737772,0.4134046898456079,191.12575228105197,194.42014018837668,246.6892629795393,1.055670088961563,615.0971350156411,5.445333924593157,3.2237250455068316,0.6870571246152356,172.91056238057755,-1.5768775223679885,1.2478984169018286,9.06806324110687,0.02839950319109222,0.350950580436618,66.01822734449308,20.632392558760323,101.84786082541936,194.9112697582859,78.03404434669824,36.35607590178031,779.5883404222093,105.89628788697384
R7A2020_28110,PL-WT-UE,HYP,NA,NA,NA,NA,hypothetical protein,157.21800958103574,6.031664484053591,1.9803458765107675,8.806642584572657,0.03197526820737772,0.4134046898456079,191.12575228105197,194.42014018837668,246.6892629795393,1.055670088961563,615.0971350156411,5.445333924593157,3.2237250455068316,0.6870571246152356,172.91056238057755,-1.5768775223679885,1.2478984169018286,9.06806324110687,0.02839950319109222,0.350950580436618,66.01822734449308,20.632392558760323,101.84786082541936,194.9112697582859,78.03404434669824,36.35607590178031,779.5883404222093,105.89628788697384
R7A2020_28760,ICE-IN-ES,HYP,NA,NA,NA,NA,hypothetical protein,3.0598839430129434,-1.160531040661348,4.981491562997212,3.0738111091647653,0.3803843685193723,0.8695279218025879,5.926379915691534,17.865634503796777,0,0,0,0,0,0.6870571246152356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_28765,ICE-IN-ES,HYP,NA,NA,NA,NA,hypothetical protein,164.83179588070206,-0.8488861987854709,1.3904108003001954,0.8133891461558989,0.8462619187434819,0.9856730298098737,183.71777738643755,65.15701995502353,182.4950309774287,105.5670088961563,49.243584317118284,213.92383275187404,37.61012553091304,480.93998723066494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_28785,ICE-IN-ES,HYP,NA,NA,NA,NA,hypothetical protein,355.7875222840412,1.9464158270671421,0.8613912121557975,7.571087361264119,0.055759773127535724,0.5068911875875044,419.291379035176,640.0100831066021,278.7863789805946,836.0907104575579,201.45102675184754,181.2518292043151,171.93200242703102,117.48676830920529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_28925,ICE-PL-CE,HYP,NA,NA,NA,NA,hypothetical protein,43.36514038389086,1.3785113121022372,2.059716186197552,2.2429646072360043,0.5235353355844159,0.9138331934906423,108.1564334613705,66.20793963171747,11.92178594324911,96.06597809550223,16.116082140147803,7.001143617334059,13.969475197196271,27.482284984609425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_29135,ICE-IN-CE,HYP,NA,NA,NA,NA,hypothetical protein,54.32155245695934,-2.215510190638609,2.029732704447725,3.194619219568253,0.36258102577797524,0.8645477081869918,35.558279494149204,5.25459838346964,51.35538560168848,11.612370978577193,35.81351586699512,2.333714539111353,133.24730188094904,159.39725291073466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_29215,ICE-PL-CE,HYP,NA,NA,NA,NA,hypothetical protein,85.99941171197074,-0.8404994156861523,1.7307319657694398,4.811261879880931,0.1861507709169999,0.7539312572402419,50.374229283378035,42.03678706775712,154.98321726223844,50.67216427015502,6.267365276724146,15.558096927409022,12.894900182027326,355.2085334260768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_29230,ICE-IN-ES,HYP,NA,NA,NA,NA,hypothetical protein,338.38148457781296,3.0892446241238494,0.9662897235001335,9.814315998826515,0.020212287572772745,0.33910124227178406,118.52759831383068,352.0580916924659,295.29346720970875,1196.074210793451,340.22840073645364,229.48192967928304,105.3083514865565,70.07982671075403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_29250,ICE-PL-CE,HYP,NA,NA,NA,NA,hypothetical protein,112.69928657511682,2.9073617130202636,1.3305744690849732,6.790076478766878,0.07889842146997186,0.5773975045437689,192.60734725997486,255.3734814366245,152.23203589071943,87.62061738380973,74.31304542401487,107.35086879912224,20.416925288209935,11.679971118459004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_29275,ICE-IN-CE,HYP,NA,NA,NA,NA,hypothetical protein,172.31181146103964,1.357009605944931,1.3721547825052998,4.363106105532779,0.2248307857981284,0.7856249319961027,40.00306443091785,50.44414448130854,400.7554197846047,100.28865845134848,170.11420036822682,421.62442673278446,11.820325166858382,183.4442522722679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_29280,ICE-IN-ES,HYP,NA,NA,NA,NA,hypothetical protein,50.87488452051299,3.6172571666807083,2.458190203626035,3.5290893968848707,0.3170088752960087,0.8390544822445996,32.59508953630343,44.13862642114498,290.7081649238437,0,1.790675793349756,14.002287234668119,18.267775257872046,5.496456996921885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_29445,ICE-IN-ES,HYP,NA,NA,NA,NA,hypothetical protein,218.2629530578486,-0.7849284951099215,1.2538680233722266,3.1010089584440834,0.3763122534549566,0.8695279218025879,586.7116116534619,269.03543723364555,31.18005554388229,165.74020396696537,196.07899937179826,158.692588659572,32.23725045506831,306.4274775783951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_29455,ICE-IN-ES,HYP,NA,NA,NA,NA,hypothetical protein,90.39100919560643,4.265849308126808,1.6765731875481171,14.509083286244007,0.0022880708729120422,0.10565076459208145,23.705519662766136,25.22207224065427,348.48297372574325,285.030924019622,0,7.779048463704511,15.044050212365214,17.863485239996127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_29465,ICE-IN-ES,HYP,NA,NA,NA,NA,hypothetical protein,172.41709094388767,-4.543497122293371,1.512059699264526,7.361186029200056,0.06123452674764008,0.5349286435702252,257.7975263325817,189.16554180490704,13.755906857595129,15.835051334423444,210.4044057185963,2.333714539111353,509.3485571900794,180.69602377380696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_29505,ICE-IN-ES,HYP,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_29525,ICE-PL-CE,HYP,NA,NA,NA,NA,hypothetical protein,34.229392517321486,0.021670225873085962,2.4091874058356697,7.690524849654295,0.05285993366285114,0.49526842091195367,51.85582426230092,140.82323667698634,1.834120914346017,2.111340177923126,37.604191660344874,35.783622933040746,1.074575015168944,2.7482284984609424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_29845,ICE-IN-ES,HYP,NA,NA,NA,NA,hypothetical protein,103.93379520548405,-1.0235984893501417,1.554058499049649,2.861855481471167,0.4134183644257281,0.8766717568495617,81.48772384075859,125.05944152657743,8.253544114557076,60.173195070809086,360.8211723599758,56.78705378504293,61.2507758646298,77.63745508152162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_29850,ICE-IN-ES,HYP,NA,NA,NA,NA,hypothetical protein,132.36644221273266,1.4199616904590484,1.5004762949899582,8.159282051170038,0.04283200835410779,0.46491907575410285,105.19324350352473,296.3593488276877,26.59475325801725,440.21442709697175,3.581351586699512,12.446477541927216,118.20325166858383,56.338684218449316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_29870,ICE-IN-CE,HYP,NA,NA,NA,NA,hypothetical protein,114.09099796349754,-3.1671211862271633,1.8129448257929308,7.5057995528066215,0.057409623759039866,0.5127873225209689,8.889569873537301,130.31403991004706,2.7511813715190256,72.84123613834784,18.802095830172437,0.777904846370451,408.33850576419866,270.0134499737876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_29875,ICE-IN-ES,HYP,NA,NA,NA,NA,hypothetical protein,21.3460896530187,0.48768329521662107,3.25891367812499,0.5709380436212399,0.9030520001944251,0.9915234323087476,2.963189957845767,86.1754134889021,36.682418286920345,0,0.895337896674878,17.891811466520373,9.671175136520494,16.489370990765654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_29940,ICE-IN-CE,HYP,NA,NA,NA,NA,hypothetical protein,100.9397297428543,0.975671978609817,1.6607318814554024,1.6029101487935975,0.6587301431332742,0.9492695084346962,40.00306443091785,96.68461025584138,143.06143131898935,237.52577001635166,45.66223273041877,51.34171986044977,4.298300060675776,188.9407092691898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_30210,ICE-PL-CE,HYP,NA,NA,NA,NA,hypothetical protein,137.8314477623328,2.643513002647406,1.6009370728713053,5.55346286990131,0.13547568534859095,0.6812424696267089,469.66560831855406,141.8741563536803,6.41942320021106,338.8700985566617,36.70885376366999,53.67543439956112,45.13215063709564,10.305856869228535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_30270,ICE-PL-CE,HYP,NA,NA,NA,NA,hypothetical protein,50.1942202823062,2.473819517790683,2.32276089085674,9.349471875842369,0.024987841591041497,0.36804876551058086,63.70858409368399,294.2575094742998,3.668241828692034,29.558762490923762,4.47668948337439,0,1.074575015168944,4.809399872306649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_30340,ICE-IN-ES,HYP,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_30345,ICE-IN-ES,HYP,NA,NA,NA,NA,hypothetical protein,58.16688868296117,-0.08345448134587836,2.014388048208464,1.2833327055748924,0.7330946443095266,0.9656869958540437,35.558279494149204,27.323911594042126,77.03307840253272,1.055670088961563,116.39392656773413,125.24268026564262,23.640650333716763,59.08691271691026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_30380,ICE-IN-ES,HYP,NA,NA,NA,NA,hypothetical protein,45.51256256982664,1.6332702789557496,1.9301524249832096,1.6023523230118428,0.6588565639227387,0.9492695084346962,63.70858409368399,51.49506415800247,46.770083315823435,32.72577275780845,40.290205350369504,103.46134456726999,13.969475197196271,11.679971118459004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_30385,ICE-IN-ES,HYP,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_30570,ICE-IN-CE,HYP,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_30790,ICE-IN-ES,HYP,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_30910,ICE-IN-ES,HYP,NA,NA,NA,NA,hypothetical protein,63.88152773432485,-0.4516361782827021,2.0944166643142994,0.4769856026580186,0.9239176888412076,0.9941258167276236,19.260734725997484,99.83736928592316,16.507088229114153,120.34639014161817,36.70885376366999,31.116193854818043,185.90147762422728,1.3741142492304712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_30925,ICE-IN-ES,HYP,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_30930,ICE-IN-ES,HYP,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_30940,ICE-IN-ES,HYP,NA,NA,NA,NA,hypothetical protein,82.59138018071069,-3.2047803304862184,1.6959499777341676,3.5275235120609807,0.31720991925254716,0.8390544822445996,60.74539413583822,83.02265445882031,2.7511813715190256,38.00412320261626,67.15034225061585,34.227813240299845,84.891426198346565,289.9381065876294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_30955,ICE-IN-ES,HYP,NA,NA,NA,NA,hypothetical protein,321.9003663232229,1.398236653906718,0.9786649778616481,2.3508015656039447,0.5028585922425736,0.9091298766197194,216.312866922741,274.2900356171152,804.2620209407285,224.8577289488129,521.9819937614539,143.13449173216299,162.26082729051052,228.1029653722582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_07585,NS-IN-ES,I,K00655,1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51],I,Acyltransferase,1-acyl-sn-glycerol-3-phosphate acyltransferase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_07585,WT-IN-ES,I,K00655,1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51],I,Acyltransferase,1-acyl-sn-glycerol-3-phosphate acyltransferase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_00050,NS-IN-ES,I,K01716,3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14],I,"Necessary for the introduction of cis unsaturation into fatty acids. Catalyzes the dehydration of (3R)-3-hydroxydecanoyl- ACP to E-(2)-decenoyl-ACP and then its isomerization to Z-(3)- decenoyl-ACP. Can catalyze the dehydratase reaction for beta- hydroxyacyl-ACPs with saturated chain lengths up to 16 0, being most active on intermediate chain length",3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_00050,WT-IN-ES,I,K01716,3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14],I,"Necessary for the introduction of cis unsaturation into fatty acids. Catalyzes the dehydration of (3R)-3-hydroxydecanoyl- ACP to E-(2)-decenoyl-ACP and then its isomerization to Z-(3)- decenoyl-ACP. Can catalyze the dehydratase reaction for beta- hydroxyacyl-ACPs with saturated chain lengths up to 16 0, being most active on intermediate chain length",3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_18475,NS-IN-ES,I,K02372,3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59],I,Involved in unsaturated fatty acids biosynthesis. Catalyzes the dehydration of short chain beta-hydroxyacyl-ACPs and long chain saturated and unsaturated beta-hydroxyacyl-ACPs,3-hydroxyacyl-ACP dehydratase FabZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_18475,WT-IN-ES,I,K02372,3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59],I,Involved in unsaturated fatty acids biosynthesis. Catalyzes the dehydration of short chain beta-hydroxyacyl-ACPs and long chain saturated and unsaturated beta-hydroxyacyl-ACPs,3-hydroxyacyl-ACP dehydratase FabZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_23270,NS-IN-ES,I,K00059,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],IQ,with different specificities (related to short-chain alcohol,3-oxoacyl-[acyl-carrier-protein] reductase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_23270,WT-IN-ES,I,K00059,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],IQ,with different specificities (related to short-chain alcohol,3-oxoacyl-[acyl-carrier-protein] reductase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_25005,NS-IN-ES,I,K00919,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148],I,Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_25005,WT-IN-ES,I,K00919,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148],I,Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_24685,NS-IN-ES,I,K03527,4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4],IM,Catalyzes the conversion of 1-hydroxy-2-methyl-2-(E)- butenyl 4-diphosphate (HMBPP) into a mixture of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP). Acts in the terminal step of the DOXP MEP pathway for isoprenoid precursor biosynthesis,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_24685,WT-IN-ES,I,K03527,4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4],IM,Catalyzes the conversion of 1-hydroxy-2-methyl-2-(E)- butenyl 4-diphosphate (HMBPP) into a mixture of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP). Acts in the terminal step of the DOXP MEP pathway for isoprenoid precursor biosynthesis,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19955,NS-IN-ES,I,K02160,acetyl-CoA carboxylase biotin carboxyl carrier protein,I,"first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA",acetyl-CoA carboxylase biotin carboxyl carrier protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19955,WT-IN-ES,I,K02160,acetyl-CoA carboxylase biotin carboxyl carrier protein,I,"first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA",acetyl-CoA carboxylase biotin carboxyl carrier protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19960,NS-IN-ES,I,K01961,"acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]",I,"An AccC homodimer forms the biotin carboxylase subunit of the acetyl CoA carboxylase, an enzyme that catalyzes the formation of malonyl-CoA, which in turn controls the rate of fatty acid metabolism",acetyl-CoA carboxylase biotin carboxylase subunit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19960,WT-IN-ES,I,K01961,"acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]",I,"An AccC homodimer forms the biotin carboxylase subunit of the acetyl CoA carboxylase, an enzyme that catalyzes the formation of malonyl-CoA, which in turn controls the rate of fatty acid metabolism",acetyl-CoA carboxylase biotin carboxylase subunit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_07390,NS-IN-ES,I,K01962,acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15],I,"Component of the acetyl coenzyme A carboxylase (ACC) complex. First, biotin carboxylase catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the carboxyltransferase to acetyl-CoA to form malonyl-CoA",acetyl-CoA carboxylase carboxyltransferase subunit alpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_07390,WT-IN-ES,I,K01962,acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15],I,"Component of the acetyl coenzyme A carboxylase (ACC) complex. First, biotin carboxylase catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the carboxyltransferase to acetyl-CoA to form malonyl-CoA",acetyl-CoA carboxylase carboxyltransferase subunit alpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_02000,NS-IN-ES,I,K01963,acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15],I,Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl- CoA,acetyl-CoA carboxylase carboxyltransferase subunit beta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_02000,WT-IN-ES,I,K01963,acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15],I,Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl- CoA,acetyl-CoA carboxylase carboxyltransferase subunit beta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_23275,NS-IN-ES,I,K00645,[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39],I,malonyl CoA-acyl carrier protein transacylase,ACP S-malonyltransferase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_23275,WT-IN-ES,I,K00645,[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39],I,malonyl CoA-acyl carrier protein transacylase,ACP S-malonyltransferase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_16640,NS-IN-ES,I,K02078,acyl carrier protein,IQ,acyl carrier protein,acyl carrier protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_16640,WT-IN-ES,I,K02078,acyl carrier protein,IQ,acyl carrier protein,acyl carrier protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_23265,NS-IN-ES,I,K02078,acyl carrier protein,IQ,Carrier of the growing fatty acid chain in fatty acid biosynthesis,acyl carrier protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_23265,WT-IN-ES,I,K02078,acyl carrier protein,IQ,Carrier of the growing fatty acid chain in fatty acid biosynthesis,acyl carrier protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_27560,NS-IN-ES,I,NA,NA,NA,NA,acyl carrier protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_27560,WT-IN-ES,I,NA,NA,NA,NA,acyl carrier protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_20225,IN-NS-CE,I,K16568,exopolysaccharide production protein ExoZ,I,Acyltransferase family,acyltransferase,401.6425955376458,0.14955206407439145,1.0860143149060648,0.41013998431472487,0.9381399373122226,0.9941258167276236,480.03677317101426,134.51771861682278,908.8069130584515,62.28453524873221,295.4615059027097,456.63014481945476,270.79290382257386,604.6102696614073,353.7797783794185,0.8430655682422048,0.8293132950074572,3.9725965889593624,0.26443844788795806,0.7789307603074926,310.1611058260147,287.70725179160223,414.9357292887455,264.6689873559882,865.0631201862548,309.0266451651326,239.30220852520563,139.37317889640428
