locus_tag,FUN,NCBI,KO,KA,gene,COG,CA,gene_name,start,end,gene_length,strand,ICESym
R7A2020_18520,NA,ABC transporter,K01989,putative tryptophan/tyrosine transport system substrate-binding protein,NA,S,transport system periplasmic component,R7A2020_18520,3807843,3808829,987,1,FALSE
R7A2020_18525,NA,ABC transporter ATP-binding protein,K05833,putative tryptophan/tyrosine transport system ATP-binding protein,cmpC,S,transport system ATPase component,R7A2020_18525,3808889,3809668,780,1,FALSE
R7A2020_18530,NA,ABC transporter permease,K05832,putative tryptophan/tyrosine transport system permease protein,NA,S,Belongs to the binding-protein-dependent transport system permease family,R7A2020_18530,3809674,3810597,924,1,FALSE
R7A2020_18535,NA,kynureninase,K01556,kynureninase [EC:3.7.1.3],kynU,E,"Catalyzes the cleavage of L-kynurenine (L-Kyn) and L-3- hydroxykynurenine (L-3OHKyn) into anthranilic acid (AA) and 3- hydroxyanthranilic acid (3-OHAA), respectively",kynU,3810632,3811879,1248,1,FALSE
R7A2020_18540,NA,tryptophan 2,K00453,"tryptophan 2,3-dioxygenase [EC:1.13.11.11]",kynA,E,Heme-dependent dioxygenase that catalyzes the oxidative cleavage of the L-tryptophan (L-Trp) pyrrole ring and converts L- tryptophan to N-formyl-L-kynurenine. Catalyzes the oxidative cleavage of the indole moiety,kynA,3811884,3812720,837,-1,FALSE
R7A2020_18545,NA,AMP-binding protein,K08295,2-aminobenzoate-CoA ligase [EC:6.2.1.32],bclA,I,COG0365 Acyl-coenzyme A synthetases AMP-(fatty) acid ligases,R7A2020_18545,3812717,3814342,1626,-1,FALSE
R7A2020_18550,NA,alpha/beta hydrolase,K01432,arylformamidase [EC:3.5.1.9],NA,I,COG0657 Esterase lipase,R7A2020_18550,3814657,3815487,831,1,FALSE
R7A2020_18555,NA,molybdopterin molybdotransferase MoeA,K03750,molybdopterin molybdotransferase [EC:2.10.1.1],moeA,H,molybdenum cofactor,R7A2020_18555,3815534,3816739,1206,-1,FALSE
R7A2020_18560,NA,cyclic pyranopterin monophosphate synthase MoaC,K03637,cyclic pyranopterin monophosphate synthase [EC:4.6.1.17],moaC,H,"Catalyzes the conversion of (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate to cyclic pyranopterin monophosphate (cPMP)",moaC,3816739,3817221,483,-1,FALSE
R7A2020_18565,E,indole-3-glycerol phosphate synthase TrpC,K01609,indole-3-glycerol phosphate synthase [EC:4.1.1.48],trpC,E,Belongs to the TrpC family,trpC,3817224,3818036,813,-1,FALSE
R7A2020_18570,E,anthranilate phosphoribosyltransferase,K00766,anthranilate phosphoribosyltransferase [EC:2.4.2.18],trpD,E,Catalyzes the transfer of the phosphoribosyl group of 5- phosphorylribose-1-pyrophosphate (PRPP) to anthranilate to yield N-(5'-phosphoribosyl)-anthranilate (PRA),trpD,3818040,3819050,1011,-1,FALSE
R7A2020_18575,NA,peptidylprolyl isomerase,K03770,peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8],ppiD,O,peptidyl-prolyl isomerase,R7A2020_18575,3819047,3820939,1893,-1,FALSE
R7A2020_18580,NA,triose-phosphate isomerase,K01803,triosephosphate isomerase (TIM) [EC:5.3.1.1],tpiA,G,Involved in the gluconeogenesis. Catalyzes stereospecifically the conversion of dihydroxyacetone phosphate (DHAP) to D-glyceraldehyde-3-phosphate (G3P),R7A2020_18580,3821083,3821853,771,1,FALSE
R7A2020_18585,U,preprotein translocase subunit SecG,K03075,preprotein translocase subunit SecG,secG,U,PFAM Preprotein translocase SecG subunit,secG,3822021,3822485,465,1,FALSE
R7A2020_18590,NA,L,NA,NA,NA,S,"L,D-transpeptidase catalytic domain",R7A2020_18590,3822698,3823819,1122,1,FALSE
R7A2020_18595,F,CTP synthase,K01937,CTP synthase [EC:6.3.4.2],pyrG,F,Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen. Regulates intracellular CTP levels through interactions with the four ribonucleotide triphosphates,R7A2020_18595,3824046,3825674,1629,1,FALSE
R7A2020_18600,NA,DUF1697 domain-containing protein,NA,NA,NA,S,Protein of unknown function (DUF1697),R7A2020_18600,3825697,3826242,546,1,FALSE
R7A2020_18605,NA,NCS1 family nucleobase:cation symporter-1,K03457,"nucleobase:cation symporter-1, NCS1 family",pucI,FH,"PFAM Permease for cytosine purines, uracil, thiamine, allantoin",R7A2020_18605,3826294,3827751,1458,-1,FALSE
R7A2020_18610,NA,LysR family transcriptional regulator,K03566,"LysR family transcriptional regulator, glycine cleavage system transcriptional activator",NA,K,LysR substrate binding domain,R7A2020_18610,3827961,3828863,903,-1,FALSE
R7A2020_18615,NA,leucyl aminopeptidase,K01255,leucyl aminopeptidase [EC:3.4.11.1],pepA,E,Presumably involved in the processing and regular turnover of intracellular proteins. Catalyzes the removal of unsubstituted N-terminal amino acids from various peptides,R7A2020_18615,3829124,3830632,1509,1,FALSE
R7A2020_18620,NA,proline iminopeptidase-family hydrolase,K18457,L-proline amide hydrolase [EC:3.5.1.101],pip,S,Belongs to the peptidase S33 family,R7A2020_18620,3830686,3831591,906,1,FALSE
R7A2020_18625,NA,ABC transporter substrate-binding protein,K02035,peptide/nickel transport system substrate-binding protein,NA,E,"Bacterial extracellular solute-binding proteins, family 5 Middle",R7A2020_18625,3831610,3833271,1662,1,FALSE
R7A2020_18630,NA,ABC transporter permease,K02034,peptide/nickel transport system permease protein,NA,EP,N-terminal TM domain of oligopeptide transport permease C,R7A2020_18630,3833294,3834310,1017,1,FALSE
R7A2020_18635,NA,ABC transporter permease,K02033,peptide/nickel transport system permease protein,NA,EP,transporter permease,R7A2020_18635,3834310,3835281,972,1,FALSE
R7A2020_18640,NA,ABC transporter ATP-binding protein,K02031,peptide/nickel transport system ATP-binding protein,oppD,P,Belongs to the ABC transporter superfamily,R7A2020_18640,3835278,3836237,960,1,FALSE
R7A2020_18645,NA,dipeptide ABC transporter ATP-binding protein,K02032,peptide/nickel transport system ATP-binding protein,NA,E,Belongs to the ABC transporter superfamily,R7A2020_18645,3836246,3837226,981,1,FALSE
R7A2020_18650,NA,DUF982 domain-containing protein,NA,NA,NA,S,Protein of unknown function (DUF982),R7A2020_18650,3837346,3837648,303,1,FALSE
R7A2020_18655,S,SnoaL-like domain-containing protein,NA,NA,NA,S,ketosteroid isomerase,R7A2020_18655,3837772,3838137,366,-1,FALSE
R7A2020_18660,NA,flotillin family protein,NA,NA,NA,O,SPFH domain / Band 7 family,R7A2020_18660,3838631,3840676,2046,1,FALSE
R7A2020_18665,HYP,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_18665,3840943,3841314,372,1,FALSE
R7A2020_18670,NA,SEL1-like repeat protein,K07126,uncharacterized protein,NA,S,Sel1-like repeats.,R7A2020_18670,3841604,3843337,1734,-1,FALSE
R7A2020_18675,NA,HlyD family type I secretion periplasmic adaptor subunit,NA,NA,NA,M,"type I secretion membrane fusion protein, HlyD family",R7A2020_18675,3843367,3844728,1362,-1,FALSE
R7A2020_18680,NA,peptidase domain-containing ABC transporter,NA,NA,NA,V,"COG2274 ABC-type bacteriocin lantibiotic exporters, contain an N-terminal double-glycine peptidase domain",R7A2020_18680,3844815,3847019,2205,-1,FALSE
R7A2020_18685,NA,DUF4347 domain-containing protein,NA,NA,NA,NA,NA,R7A2020_18685,3847698,3852656,4959,-1,FALSE
R7A2020_18690,HYP,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_18690,3852751,3853065,315,-1,FALSE
R7A2020_18695,PSEUDO,pseudogene,NA,NA,NA,NA,NA,R7A2020_18695,3854347,3854574,228,1,FALSE
R7A2020_18700,NA,glycosyltransferase,K11703,"collagen beta-1,O-galactosyltransferase [EC:2.4.1.50]",NA,M,PFAM Glycosyl transferase family 2,R7A2020_18700,3854598,3857402,2805,1,FALSE
R7A2020_18705,HYP,hypothetical protein,NA,NA,NA,M,Pfam Methyltransferase,R7A2020_18705,3857606,3859042,1437,1,FALSE
R7A2020_18710,O,CatB-related O-acetyltransferase,NA,NA,cat,S,COG0110 Acetyltransferase (isoleucine patch superfamily,R7A2020_18710,3859594,3860175,582,1,FALSE
R7A2020_18715,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_18715,3860399,3861361,963,1,FALSE
R7A2020_18720,NA,AAA family ATPase,NA,NA,NA,T,Adenylate and Guanylate cyclase catalytic domain,R7A2020_18720,3862955,3866050,3096,1,FALSE
R7A2020_18725,NA,YcaO-like family protein,K09136,ribosomal protein S12 methylthiotransferase accessory factor,NA,S,"YcaO cyclodehydratase, ATP-ad Mg2+-binding",R7A2020_18725,3866050,3867198,1149,1,FALSE
R7A2020_18730,NA,TfuA domain-containing protein,NA,NA,NA,T,TfuA-like protein,R7A2020_18730,3867203,3867928,726,1,FALSE
R7A2020_18735,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_18735,3867978,3869195,1218,1,FALSE
R7A2020_18740,HYP,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_18740,3869225,3869953,729,1,FALSE
R7A2020_18745,NA,calcium-binding protein,NA,NA,NA,Q,calcium- and calmodulin-responsive adenylate cyclase activity,R7A2020_18745,3870224,3871558,1335,-1,FALSE
R7A2020_18750,NA,tRNA dihydrouridine(20/20a) synthase DusA,K05539,tRNA-dihydrouridine synthase A [EC:1.-.-.-],dusA,J,"Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines. Specifically modifies U20 and U20a in tRNAs",dusA,3872119,3873117,999,1,FALSE
R7A2020_18755,NA,TIGR02281 family clan AA aspartic protease,K06985,aspartyl protease family protein,MA20_25915,S,gag-polyprotein putative aspartyl protease,R7A2020_18755,3873120,3873827,708,-1,FALSE
R7A2020_18760,DUFF,DUF1289 domain-containing protein,K06938,uncharacterized protein,RSC1457,S,Protein of unknown function (DUF1289),R7A2020_18760,3873939,3874169,231,-1,FALSE
R7A2020_18765,NA,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,K00768,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobT,H,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,R7A2020_18765,3874367,3875365,999,1,FALSE
R7A2020_18770,NA,two-component sensor histidine kinase,K07716,"two-component system, cell cycle sensor histidine kinase PleC [EC:2.7.13.3]",NA,T,PhoQ Sensor,R7A2020_18770,3875398,3876918,1521,-1,FALSE
R7A2020_18775,NA,thermonuclease family protein,K01174,micrococcal nuclease [EC:3.1.31.1],exoI,L,nuclease,R7A2020_18775,3876995,3877618,624,1,FALSE
R7A2020_18780,NA,glutathione S-transferase,K00799,glutathione S-transferase [EC:2.5.1.18],NA,O,Glutathione S-transferase,R7A2020_18780,3877653,3878264,612,1,FALSE
R7A2020_18785,NA,uracil-DNA glycosylase family protein,K21929,uracil-DNA glycosylase [EC:3.2.2.27],ung2,L,uracil-DNA glycosylase,R7A2020_18785,3878204,3878878,675,1,FALSE
R7A2020_18790,K,Lrp/AsnC family transcriptional regulator,K05800,Lrp/AsnC family transcriptional regulator,ybaO,K,Transcriptional regulator,R7A2020_18790,3878986,3879477,492,1,FALSE
R7A2020_18795,NA,DUF3299 domain-containing protein,K09950,uncharacterized protein,NA,S,Protein of unknown function (DUF3299),R7A2020_18795,3879492,3880055,564,-1,FALSE
R7A2020_18800,NA,GNAT family N-acetyltransferase,NA,NA,NA,M,#NAME?,R7A2020_18800,3880101,3880679,579,-1,FALSE
R7A2020_18805,NA,DNA alkylation repair protein,NA,NA,NA,L,DNA alkylation repair enzyme,R7A2020_18805,3880639,3881343,705,-1,FALSE
R7A2020_18810,NA,NAD(P)-dependent oxidoreductase,K00042,2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60],mmsB,I,6-phosphogluconate dehydrogenase,R7A2020_18810,3881350,3882219,870,-1,FALSE
R7A2020_18815,NA,ABC transporter permease,K02029,polar amino acid transport system permease protein,nocM,E,acid ABC transporter,R7A2020_18815,3882326,3883147,822,-1,FALSE
R7A2020_18820,NA,ABC transporter permease,NA,NA,nocQ,E,"COG4215 ABC-type arginine transport system, permease component",R7A2020_18820,3883144,3883863,720,-1,FALSE
R7A2020_18825,NA,ABC transporter substrate-binding protein,K02030,polar amino acid transport system substrate-binding protein,NA,ET,Belongs to the bacterial solute-binding protein 3 family,R7A2020_18825,3883942,3884727,786,-1,FALSE
R7A2020_18830,NA,molybdopterin-guanine dinucleotide biosynthesis protein B,K03753,molybdopterin-guanine dinucleotide biosynthesis adapter protein,mobB,H,molybdopterin-guanine dinucleotide biosynthesis protein,mobB,3884886,3885389,504,-1,FALSE
R7A2020_18835,NA,molybdenum cofactor guanylyltransferase MobA,K03752,molybdenum cofactor guanylyltransferase [EC:2.7.7.77],mobA,H,Transfers a GMP moiety from GTP to Mo-molybdopterin (Mo- MPT) cofactor (Moco or molybdenum cofactor) to form Mo- molybdopterin guanine dinucleotide (Mo-MGD) cofactor,mobA,3885386,3886012,627,-1,FALSE
R7A2020_18840,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_18840,3886056,3886976,921,-1,FALSE
R7A2020_18845,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_18845,3887157,3887516,360,-1,FALSE
R7A2020_18850,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_18850,3887637,3888131,495,-1,FALSE
R7A2020_18855,NA,GTP 3',K03639,"GTP 3',8-cyclase [EC:4.1.99.22]",moaA,H,"Catalyzes the cyclization of GTP to (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate",moaA,3888188,3889183,996,-1,FALSE
R7A2020_18860,NA,DUF971 domain-containing protein,NA,NA,NA,S,Protein of unknown function (DUF971),R7A2020_18860,3889381,3889734,354,1,FALSE
R7A2020_18865,NA,pyridoxamine 5'-phosphate oxidase family protein,K07006,uncharacterized protein,MA20_21430,S,Pyridoxamine 5'-phosphate,R7A2020_18865,3889798,3890409,612,1,FALSE
R7A2020_18870,NA,MarR family transcriptional regulator,NA,NA,NA,K,helix_turn_helix multiple antibiotic resistance protein,R7A2020_18870,3890426,3890878,453,-1,FALSE
R7A2020_18875,NA,alpha/beta hydrolase,NA,NA,NA,S,"Serine aminopeptidase, S33",R7A2020_18875,3890926,3891837,912,1,FALSE
R7A2020_18880,NA,rhodanese-like domain-containing protein,NA,NA,MA20_01310,P,Rhodanese Homology Domain,R7A2020_18880,3891906,3892301,396,-1,FALSE
R7A2020_18885,NA,TetR/AcrR family transcriptional regulator,K22041,"TetR/AcrR family transcriptional regulator, copper-responsive repressor",NA,K,"PFAM Bacterial regulatory proteins, tetR family",R7A2020_18885,3892360,3892974,615,-1,FALSE
R7A2020_18890,NA,3-oxoacyl-ACP reductase FabG,K00059,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],NA,IQ,Enoyl-(Acyl carrier protein) reductase,R7A2020_18890,3893075,3893821,747,1,FALSE
R7A2020_18895,NA,murein L,K21470,"L,D-transpeptidase YcbB",ycbB,S,ErfK YbiS YcfS YnhG family protein,R7A2020_18895,3894032,3895912,1881,1,FALSE
R7A2020_18900,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_18900,3895917,3896399,483,-1,FALSE
R7A2020_18905,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_18905,3896690,3896812,123,-1,FALSE
R7A2020_18910,NA,PepSY domain-containing protein,NA,NA,NA,S,Peptidase propeptide and YPEB domain,R7A2020_18910,3897404,3897661,258,-1,FALSE
R7A2020_18915,J,NA,NA,NA,NA,NA,NA,R7A2020_18915,3897822,3897896,75,-1,FALSE
R7A2020_18920,NA,phosphoglycolate phosphatase,K01091,phosphoglycolate phosphatase [EC:3.1.3.18],gph,G,Phosphoglycolate phosphatase,R7A2020_18920,3898032,3898715,684,-1,FALSE
R7A2020_18925,G,ribose-5-phosphate isomerase RpiA,K01807,ribose 5-phosphate isomerase A [EC:5.3.1.6],rpiA,G,Catalyzes the reversible conversion of ribose-5- phosphate to ribulose 5-phosphate,rpiA,3898898,3899629,732,1,FALSE
R7A2020_18930,DUFF,DUF2059 domain-containing protein,K09924,uncharacterized protein,NA,S,protein conserved in bacteria,R7A2020_18930,3899616,3900254,639,1,FALSE
R7A2020_18935,C,glutathione-disulfide reductase,K00383,glutathione reductase (NADPH) [EC:1.8.1.7],gor,C,Belongs to the class-I pyridine nucleotide-disulfide oxidoreductase family,gor,3900377,3901768,1392,1,FALSE
R7A2020_18940,NA,magnesium transporter,K06213,magnesium transporter,mgtE,P,Acts as a magnesium transporter,mgtE,3901872,3903236,1365,-1,FALSE
R7A2020_18945,NA,ABC transporter ATP-binding protein/permease,NA,NA,NA,S,ABC transporter,R7A2020_18945,3903509,3905401,1893,-1,FALSE
R7A2020_18950,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_18950,3906006,3906500,495,1,FALSE
R7A2020_18955,NA,DsbA family protein,NA,NA,MA20_08835,Q,dithiol-disulfide isomerase involved in polyketide biosynthesis,R7A2020_18955,3906534,3907214,681,-1,FALSE
R7A2020_18960,NA,ABC transporter substrate-binding protein,K02035,peptide/nickel transport system substrate-binding protein,nikA,E,ABC-type oligopeptide transport system periplasmic component,R7A2020_18960,3907231,3909051,1821,-1,FALSE
R7A2020_18965,S,invasion associated locus B family protein,NA,NA,MA20_13025,S,Invasion associated locus B,R7A2020_18965,3909287,3909916,630,1,FALSE
R7A2020_18970,O,heat shock protein HspQ,K11940,heat shock protein HspQ,hspQ,S,hemimethylated DNA binding,hspQ,3910025,3910348,324,-1,FALSE
R7A2020_18975,S,UbiH/UbiF family hydroxylase,NA,NA,ubiH,CH,"TIGRFAM Ubiquinone biosynthesis hydroxylase, UbiH UbiF VisC COQ6 family",R7A2020_18975,3910497,3911711,1215,-1,FALSE
R7A2020_18980,NA,DUF2182 domain-containing protein,NA,NA,NA,S,Predicted metal-binding integral membrane protein (DUF2182),R7A2020_18980,3911824,3912711,888,1,FALSE
R7A2020_18985,DUFF,DUF1326 domain-containing protein,NA,NA,NA,S,Protein of unknown function (DUF1326),R7A2020_18985,3912726,3913340,615,1,FALSE
R7A2020_18990,I,phosphatidylcholine/phosphatidylserine synthase,K01004,phosphatidylcholine synthase [EC:2.7.8.24],pcs,I,Condenses choline with CDP-diglyceride to produce phosphatidylcholine and CMP,R7A2020_18990,3913364,3914170,807,1,FALSE
R7A2020_18995,NA,quinone oxidoreductase,K00344,NADPH:quinone reductase [EC:1.6.5.5],qor,C,Oxidoreductase,R7A2020_18995,3914199,3915176,978,1,FALSE
R7A2020_19000,NA,ABC transporter ATP-binding protein,K23537,general nucleoside transport system ATP-binding protein,MA20_34815,S,ABC transporter,R7A2020_19000,3915476,3917053,1578,1,FALSE
R7A2020_19005,NA,ABC transporter permease,K23535,general nucleoside transport system permease protein,MA20_34820,S,Belongs to the binding-protein-dependent transport system permease family,R7A2020_19005,3917050,3918180,1131,1,FALSE
R7A2020_19010,NA,ABC transporter permease,K23536,general nucleoside transport system permease protein,rbsC-2,S,Belongs to the binding-protein-dependent transport system permease family,R7A2020_19010,3918180,3919100,921,1,FALSE
R7A2020_19015,NA,BMP family ABC transporter substrate-binding protein,K07335,basic membrane protein A and related proteins,bmpA,S,"ABC-type transport system, periplasmic component surface lipoprotein",R7A2020_19015,3919152,3920219,1068,1,FALSE
R7A2020_19020,NA,30S ribosomal protein S12 methylthiotransferase RimO,K14441,ribosomal protein S12 methylthiotransferase [EC:2.8.4.4],rimO,J,Catalyzes the methylthiolation of an aspartic acid residue of ribosomal protein S12,rimO,3920293,3921606,1314,-1,FALSE
R7A2020_19025,NA,TerC family protein,NA,NA,NA,P,Integral membrane protein TerC family,R7A2020_19025,3921773,3922459,687,-1,FALSE
R7A2020_19030,NA,DUF930 domain-containing protein,NA,NA,NA,S,Domain of Unknown Function (DUF930),R7A2020_19030,3922645,3923052,408,-1,FALSE
R7A2020_19035,NA,DUF2161 domain-containing phosphodiesterase,NA,NA,MA20_28540,S,Putative PD-(D/E)XK phosphodiesterase (DUF2161),R7A2020_19035,3923109,3923807,699,-1,FALSE
R7A2020_19040,NA,alpha/beta hydrolase,NA,NA,NA,I,"Serine aminopeptidase, S33",R7A2020_19040,3923875,3924681,807,-1,FALSE
R7A2020_19045,NA,sterol desaturase family protein,NA,NA,NA,I,Fatty acid hydroxylase,R7A2020_19045,3924825,3925622,798,-1,FALSE
R7A2020_19050,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_19050,3925958,3926191,234,1,FALSE
R7A2020_19055,J,NA,NA,NA,NA,NA,NA,R7A2020_19055,3926493,3926582,90,-1,FALSE
R7A2020_19060,NA,septal ring lytic transglycosylase RlpA family protein,K03642,rare lipoprotein A,rlpA,M,Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides,R7A2020_19060,3926860,3928083,1224,1,FALSE
R7A2020_19065,NA,D-alanyl-D-alanine carboxypeptidase,K07258,serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4],dacC,M,Belongs to the peptidase S11 family,R7A2020_19065,3928167,3929333,1167,1,FALSE
R7A2020_19070,F,dTMP kinase,K00943,dTMP kinase [EC:2.7.4.9],tmk,F,Phosphorylation of dTMP to form dTDP in both de novo and salvage pathways of dTTP synthesis,R7A2020_19070,3929410,3930084,675,1,FALSE
R7A2020_19075,L,DNA polymerase III subunit delta',K02341,DNA polymerase III subunit delta' [EC:2.7.7.7],holB,L,DNA polymerase III,R7A2020_19075,3930081,3931130,1050,1,FALSE
R7A2020_19080,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_19080,3931185,3932036,852,-1,FALSE
R7A2020_19085,NA,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,NA,NA,hisB,E,Belongs to the class-II pyridoxal-phosphate-dependent aminotransferase family. Histidinol-phosphate aminotransferase subfamily,R7A2020_19085,3932033,3933133,1101,-1,FALSE
R7A2020_19090,J,methionine--tRNA ligase,K01874,methionyl-tRNA synthetase [EC:6.1.1.10],metG,J,Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation,R7A2020_19090,3933441,3934991,1551,1,FALSE
R7A2020_19095,NA,TatD family hydrolase,K03424,TatD DNase family protein [EC:3.1.21.-],ycfH,L,"Hydrolase, TatD family",R7A2020_19095,3934991,3935785,795,1,FALSE
R7A2020_19100,NA,MBL fold metallo-hydrolase,K06167,"phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]",phnP,S,Beta-lactamase superfamily domain,R7A2020_19100,3935789,3936607,819,1,FALSE
R7A2020_19105,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_19105,3936621,3936929,309,-1,FALSE
R7A2020_19110,NA,NAD(P)H-dependent oxidoreductase,K19784,"chromate reductase, NAD(P)H dehydrogenase (quinone)",NA,S,NADPH-dependent FMN reductase,R7A2020_19110,3937160,3937738,579,-1,FALSE
R7A2020_19115,NA,agmatinase,K01480,agmatinase [EC:3.5.3.11],NA,E,Arginase family,R7A2020_19115,3938272,3939180,909,1,FALSE
R7A2020_19120,NA,NAD(P)-binding domain-containing protein,K00286,pyrroline-5-carboxylate reductase [EC:1.5.1.2],proC,E,pyrroline-5-carboxylate reductase activity,R7A2020_19120,3939203,3939982,780,-1,FALSE
R7A2020_19125,NA,aldose 1-epimerase family protein,K01785,aldose 1-epimerase [EC:5.1.3.3],lacX,G,Aldose 1-epimerase,R7A2020_19125,3940020,3940904,885,-1,FALSE
R7A2020_19130,S,Bax inhibitor-1/YccA family protein,K06890,uncharacterized protein,ybhL,S,Belongs to the BI1 family,R7A2020_19130,3941072,3941788,717,-1,FALSE
R7A2020_19135,K,anti-sigma factor,NA,NA,NA,K,AntiSigma factor,R7A2020_19135,3941813,3942586,774,-1,FALSE
R7A2020_19140,NA,sigma-70 family RNA polymerase sigma factor,K03088,"RNA polymerase sigma-70 factor, ECF subfamily",NA,K,the sigma factor binds with the catalytic core of RNA polymerase to produce the holoenzyme and directs bacterial core RNA polymerase to specific promoter elements to initiate transcription,R7A2020_19140,3942583,3943134,552,-1,FALSE
R7A2020_19145,NA,histidine phosphatase family protein,NA,NA,cobC,G,Phosphoglycerate mutase,R7A2020_19145,3943212,3943805,594,-1,FALSE
R7A2020_19150,NA,aspartate/tyrosine/aromatic aminotransferase,K00813,aspartate aminotransferase [EC:2.6.1.1],tyrB,E,Aminotransferase,R7A2020_19150,3943982,3945166,1185,1,FALSE
R7A2020_19155,NA,nucleoside triphosphate pyrophosphohydrolase,K04765,nucleoside triphosphate diphosphatase [EC:3.6.1.9],mazG,S,Nucleoside triphosphate pyrophosphohydrolase,mazG,3945247,3946071,825,1,FALSE
R7A2020_19160,NA,GTPase HflX,K03665,GTPase,hflX,S,GTPase that associates with the 50S ribosomal subunit and may have a role during protein synthesis or ribosome biogenesis,hflX,3946130,3947521,1392,-1,FALSE
R7A2020_19165,J,RNA chaperone Hfq,K03666,host factor-I protein,hfq,J,"RNA chaperone that binds small regulatory RNA (sRNAs) and mRNAs to facilitate mRNA translational regulation in response to envelope stress, environmental stress and changes in metabolite concentrations. Also binds with high specificity to tRNAs",hfq,3947522,3947767,246,-1,FALSE
R7A2020_19170,NA,D-amino-acid transaminase,K00824,D-alanine transaminase [EC:2.6.1.21],dat,EH,Branched-chain amino acid aminotransferase 4-amino-4-deoxychorismate lyase,R7A2020_19170,3947913,3948776,864,-1,FALSE
R7A2020_19175,T,sigma-54-dependent Fis family transcriptional regulator,K13599,"two-component system, NtrC family, nitrogen regulation response regulator NtrX",ntrX,T,CheY-like receiver AAA-type ATPase and DNA-binding domains,R7A2020_19175,3948878,3950239,1362,-1,FALSE
R7A2020_19180,T,PAS domain-containing sensor histidine kinase,K13598,"two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]",ntrY,T,Signal transduction histidine kinase involved in nitrogen fixation and metabolism regulation,R7A2020_19180,3950229,3952514,2286,-1,FALSE
R7A2020_19185,NA,nitrogen regulation protein NR(I),K07712,"two-component system, NtrC family, nitrogen regulation response regulator GlnG",glnG,T,COG2204 Response regulator containing CheY-like receiver AAA-type ATPase and DNA-binding domains,ntrC,3952646,3954106,1461,-1,FALSE
R7A2020_19190,NA,nitrogen regulation protein NR(II),K07708,"two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]",glnL,T,"Signal transduction histidine kinase, nitrogen specific",R7A2020_19190,3954103,3955245,1143,-1,FALSE
R7A2020_19195,NA,tRNA dihydrouridine synthase DusB,K05540,tRNA-dihydrouridine synthase B [EC:1.-.-.-],dusB,J,"Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines",dusB,3955242,3956270,1029,-1,FALSE
R7A2020_19200,I,bifunctional 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase/2-C-methyl-D-erythritol 2,K12506,"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:2.7.7.60 4.6.1.12]",ispF,I,"Bifunctional enzyme that catalyzes the formation of 4- diphosphocytidyl-2-C-methyl-D-erythritol from CTP and 2-C-methyl- D-erythritol 4-phosphate (MEP) (IspD), and catalyzes the conversion of 4-diphosphocytidyl-2-C-methyl-D-erythritol 2- phosphate (CDP-ME2P) to 2-C-methyl-D-erythritol 2,4- cyclodiphosphate (ME-CPP) with a corresponding release of cytidine 5-monophosphate (CMP) (IspF)",R7A2020_19200,3956516,3957739,1224,1,FALSE
