locus_tag,WT.INPUT,WT.RHIZO,WT.GIFU,WT.NFR5,WT.COL0,NS.INPUT,NS.RHIZO,NS.GIFU,NS.NFR5,NS.COL0,rhizo.state,GIFU.state,NFR5.state,COL0.state,ICE.state,invitro.state,TB.state,TY.state,GR.state,FUN,NCBI,KO,KA,gene,COG,CA,gene_name,start,end,gene_length,strand,DESeq2.LRT,ICESym.DESeq2.LRT,ICESym,WT1.INPUT.norm,WT3.INPUT.norm,NS1.INPUT.norm,NS3.INPUT.nrom,WT1.NFR5.norm,WT3.NFR5.norm,NS1.NFR5.norm,NS3.NFR5.norm,WT1.GIFU.norm,WT3.GIFU.norm,NS1.GIFU.norm,NS3.GIFU.norm,WT1.COL0.norm,WT3.COL0.norm,NS1.COL0.norm,NS3.COL0.norm,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Chrom.cluster,ICESym.cluster
R7A2020_19070,0,0,0,0,0,0,0,0,0,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,F,dTMP kinase,K00943,dTMP kinase [EC:2.7.4.9],tmk,F,Phosphorylation of dTMP to form dTDP in both de novo and salvage pathways of dTTP synthesis,R7A2020_19070,3929410,3930084,675,1,FALSE,FALSE,FALSE,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19075,0.001,0.003,0.001,0,0.002,0,0.003,0.002,0.001,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,L,DNA polymerase III subunit delta',K02341,DNA polymerase III subunit delta' [EC:2.7.7.7],holB,L,DNA polymerase III,R7A2020_19075,3930081,3931130,1050,1,FALSE,FALSE,FALSE,19.8,0.0,0.0,1.2,0.9,0.0,0.0,6.4,0.0,9.6,0.0,265.4,98.3,11.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19080,0.052,0.091,0.047,0.044,0.036,0.061,0.105,0.058,0.047,0.034,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_19080,3931185,3932036,852,-1,TRUE,FALSE,FALSE,1458.3,621.9,1297.7,1223.2,1435.1,521.7,791.5,1358.4,554.1,1232.8,1048.7,1778.6,1301.8,348.1,1056.7,594.3,1041.149,0.232,0.680,2.467,0.930,0.995,NA,NA
R7A2020_19085,0.061,0.101,0.064,0.051,0.049,0.066,0.121,0.061,0.06,0.057,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,NA,NA,hisB,E,Belongs to the class-II pyridoxal-phosphate-dependent aminotransferase family. Histidinol-phosphate aminotransferase subfamily,R7A2020_19085,3932033,3933133,1101,-1,TRUE,FALSE,FALSE,1881.8,1227.7,1847.9,1451.4,1757.5,1449.7,985.1,871.3,1394.1,2705.9,1505.1,1880.7,3694.4,1308.9,2663.2,2234.3,1807.422,-0.624,0.473,11.964,0.102,0.500,NA,NA
R7A2020_19090,0,0,0,0,0,0,0,0,0,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,J,methionine--tRNA ligase,K01874,methionyl-tRNA synthetase [EC:6.1.1.10],metG,J,Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation,R7A2020_19090,3933441,3934991,1551,1,FALSE,FALSE,FALSE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19095,0.028,0.058,0.03,0.03,0.024,0.031,0.058,0.025,0.031,0.021,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,TatD family hydrolase,K03424,TatD DNase family protein [EC:3.1.21.-],ycfH,L,"Hydrolase, TatD family",R7A2020_19095,3934991,3935785,795,1,TRUE,FALSE,FALSE,228.7,549.4,840.3,496.3,564.1,1129.8,212.0,710.8,799.6,351.3,145.2,165.3,398.4,611.4,540.3,607.2,523.059,0.547,0.737,11.229,0.129,0.540,NA,NA
R7A2020_19100,0.057,0.116,0.059,0.053,0.059,0.059,0.11,0.056,0.062,0.059,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,MBL fold metallo-hydrolase,K06167,"phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]",phnP,S,Beta-lactamase superfamily domain,R7A2020_19100,3935789,3936607,819,1,TRUE,FALSE,FALSE,481.4,716.5,1267.7,858.5,945.0,1040.4,1521.1,1685.9,1599.2,1921.3,867.5,955.1,2197.0,1572.9,1836.0,930.9,1276.031,-0.492,0.442,20.791,0.004,0.106,NA,NA
R7A2020_19105,0.068,0.106,0.042,0.049,0.042,0.072,0.148,0.053,0.072,0.057,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_19105,3936621,3936929,309,-1,TRUE,FALSE,FALSE,434.8,435.7,389.4,382.8,538.3,247.4,227.8,1157.1,94.2,211.5,599.2,287.5,588.0,276.3,399.2,648.1,433.410,-0.429,0.820,6.875,0.442,0.816,NA,NA
R7A2020_19110,0.024,0.073,0.022,0.026,0.043,0.02,0.069,0.026,0.03,0.026,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,NAD(P)H-dependent oxidoreductase,K19784,"chromate reductase, NAD(P)H dehydrogenase (quinone)",NA,S,NADPH-dependent FMN reductase,R7A2020_19110,3937160,3937738,579,-1,TRUE,FALSE,FALSE,117.2,71.4,232.6,253.6,484.9,424.3,443.8,369.3,109.3,576.8,217.2,382.3,458.3,440.0,336.5,185.9,319.021,0.786,0.823,8.858,0.263,0.699,NA,NA
R7A2020_19115,0.053,0.107,0.063,0.053,0.05,0.058,0.133,0.07,0.072,0.049,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,agmatinase,K01480,agmatinase [EC:3.5.3.11],NA,E,Arginase family,R7A2020_19115,3938272,3939180,909,1,TRUE,FALSE,FALSE,789.1,1110.0,1265.1,816.3,1675.0,1361.3,1968.8,2280.0,2260.9,863.0,1522.5,1817.5,1760.0,1354.8,959.2,1430.4,1453.584,0.331,0.475,8.671,0.277,0.706,NA,NA
R7A2020_19120,0.039,0.075,0.044,0.035,0.032,0.035,0.08,0.042,0.039,0.029,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,NAD(P)-binding domain-containing protein,K00286,pyrroline-5-carboxylate reductase [EC:1.5.1.2],proC,E,pyrroline-5-carboxylate reductase activity,R7A2020_19120,3939203,3939982,780,-1,TRUE,FALSE,FALSE,327.5,680.3,339.8,722.1,300.9,824.7,892.9,650.8,804.7,1850.3,1045.2,1444.8,491.7,981.5,1177.4,181.6,795.264,-0.285,0.776,6.819,0.448,0.820,NA,NA
R7A2020_19125,0.065,0.121,0.066,0.056,0.056,0.058,0.124,0.066,0.05,0.045,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,aldose 1-epimerase family protein,K01785,aldose 1-epimerase [EC:5.1.3.3],lacX,G,Aldose 1-epimerase,R7A2020_19125,3940020,3940904,885,-1,TRUE,FALSE,FALSE,683.3,1270.0,1082.1,847.7,1619.1,1601.8,734.9,945.2,2345.9,1414.7,1409.8,1822.8,898.3,1321.8,1293.9,1337.1,1290.972,0.278,0.444,12.275,0.092,0.472,NA,NA
R7A2020_19130,0.023,0.049,0.02,0.025,0.025,0.029,0.046,0.018,0.025,0.023,NE,NE,NE,NE,NA,NE,NE,TY-GD,NE,S,Bax inhibitor-1/YccA family protein,K06890,uncharacterized protein,ybhL,S,Belongs to the BI1 family,R7A2020_19130,3941072,3941788,717,-1,TRUE,FALSE,FALSE,225.9,212.3,294.0,328.4,414.4,34.8,625.5,302.9,404.4,198.2,213.7,884.6,850.6,128.8,114.8,230.4,341.792,0.366,1.065,4.496,0.721,0.936,NA,NA
R7A2020_19135,0.033,0.036,0.02,0.008,0.018,0.041,0.059,0.029,0.018,0.032,NE,NE,NFR5-GD,NE,NA,NE,NE,TY-GD,NE,K,anti-sigma factor,NA,NA,NA,K,AntiSigma factor,R7A2020_19135,3941813,3942586,774,-1,FALSE,FALSE,FALSE,696.0,29.2,444.3,468.5,180.6,51.7,144.9,258.0,191.7,945.8,692.1,764.5,390.3,192.8,372.9,718.4,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19140,0.057,0.089,0.049,0.023,0.051,0.036,0.085,0.032,0.053,0.036,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,sigma-70 family RNA polymerase sigma factor,K03088,"RNA polymerase sigma-70 factor, ECF subfamily",NA,K,the sigma factor binds with the catalytic core of RNA polymerase to produce the holoenzyme and directs bacterial core RNA polymerase to specific promoter elements to initiate transcription,R7A2020_19140,3942583,3943134,552,-1,TRUE,FALSE,FALSE,386.8,297.9,317.6,289.8,192.6,345.8,260.8,904.5,492.7,630.1,288.0,195.9,437.0,564.2,925.2,77.5,413.507,-0.910,0.907,4.193,0.757,0.942,NA,NA
R7A2020_19145,0.018,0.063,0.026,0.022,0.026,0.02,0.055,0.02,0.024,0.014,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,histidine phosphatase family protein,NA,NA,cobC,G,Phosphoglycerate mutase,R7A2020_19145,3943212,3943805,594,-1,TRUE,FALSE,FALSE,163.8,126.8,95.4,95.4,106.6,88.4,72.4,174.5,671.8,428.9,263.6,646.6,560.7,16.8,81.9,38.8,226.912,0.679,1.152,14.258,0.047,0.362,NA,NA
R7A2020_19150,0.075,0.137,0.078,0.069,0.071,0.104,0.165,0.091,0.083,0.076,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,aspartate/tyrosine/aromatic aminotransferase,K00813,aspartate aminotransferase [EC:2.6.1.1],tyrB,E,Aminotransferase,R7A2020_19150,3943982,3945166,1185,1,TRUE,FALSE,FALSE,1722.3,1615.1,2786.3,3490.9,3644.0,2724.6,4095.7,2130.2,3696.2,3855.1,5112.1,3273.9,2494.0,2312.4,3758.7,5972.2,3298.501,-0.626,0.363,22.704,0.002,0.068,NA,NA
R7A2020_19155,0.097,0.152,0.091,0.073,0.074,0.105,0.172,0.083,0.1,0.07,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,nucleoside triphosphate pyrophosphohydrolase,K04765,nucleoside triphosphate diphosphatase [EC:3.6.1.9],mazG,S,Nucleoside triphosphate pyrophosphohydrolase,mazG,3945247,3946071,825,1,TRUE,FALSE,FALSE,2162.7,1306.2,2726.1,880.3,1923.5,1008.6,2456.1,2337.8,2239.1,742.5,2438.8,849.8,1752.9,1512.7,2259.8,1853.9,1782.497,-0.502,0.595,2.371,0.936,0.996,NA,NA
R7A2020_19160,0.044,0.095,0.046,0.052,0.036,0.068,0.118,0.059,0.059,0.046,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,GTPase HflX,K03665,GTPase,hflX,S,GTPase that associates with the 50S ribosomal subunit and may have a role during protein synthesis or ribosome biogenesis,hflX,3946130,3947521,1392,-1,TRUE,FALSE,FALSE,996.7,917.8,1995.6,1731.6,2514.2,1653.4,3056.6,1233.1,2002.8,778.0,2666.4,2886.4,966.2,828.8,2391.2,2401.5,1816.797,-0.216,0.477,20.682,0.004,0.109,NA,NA
R7A2020_19165,0.01,0.014,0.01,0,0.01,0.01,0.014,0.01,0,0.01,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,J,RNA chaperone Hfq,K03666,host factor-I protein,hfq,J,"RNA chaperone that binds small regulatory RNA (sRNAs) and mRNAs to facilitate mRNA translational regulation in response to envelope stress, environmental stress and changes in metabolite concentrations. Also binds with high specificity to tRNAs",hfq,3947522,3947767,246,-1,FALSE,FALSE,FALSE,80.5,8.1,48.4,10.9,0.0,0.0,0.0,0.0,4.2,11.8,39.5,2.1,3.0,85.4,17.9,2.9,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19170,0.042,0.079,0.042,0.038,0.035,0.065,0.084,0.02,0.03,0.054,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,D-amino-acid transaminase,K00824,D-alanine transaminase [EC:2.6.1.21],dat,EH,Branched-chain amino acid aminotransferase 4-amino-4-deoxychorismate lyase,R7A2020_19170,3947913,3948776,864,-1,TRUE,FALSE,FALSE,769.4,828.2,1056.0,694.3,1399.8,722.4,875.8,427.1,546.5,508.8,295.0,128.5,758.4,1023.5,1901.8,523.2,780.894,-0.205,0.658,16.166,0.024,0.249,NA,NA
R7A2020_19175,0,0,0,0,0,0,0,0,0,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,T,sigma-54-dependent Fis family transcriptional regulator,K13599,"two-component system, NtrC family, nitrogen regulation response regulator NtrX",ntrX,T,CheY-like receiver AAA-type ATPase and DNA-binding domains,R7A2020_19175,3948878,3950239,1362,-1,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19180,0.001,0,0,0,0,0.001,0,0,0,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,T,PAS domain-containing sensor histidine kinase,K13598,"two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]",ntrY,T,Signal transduction histidine kinase involved in nitrogen fixation and metabolism regulation,R7A2020_19180,3950229,3952514,2286,-1,FALSE,FALSE,FALSE,76.2,1.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19185,0.073,0.082,0.029,0.023,0.046,0.097,0.086,0.028,0.035,0.042,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,nitrogen regulation protein NR(I),K07712,"two-component system, NtrC family, nitrogen regulation response regulator GlnG",glnG,T,COG2204 Response regulator containing CheY-like receiver AAA-type ATPase and DNA-binding domains,ntrC,3952646,3954106,1461,-1,TRUE,FALSE,FALSE,2282.7,3438.6,5232.7,2405.4,496.1,594.2,1025.9,754.7,497.8,933.3,709.6,469.7,2078.4,1171.7,1724.8,1656.5,1601.921,-1.647,0.482,69.645,0.000,0.000,3,NA
R7A2020_19190,0.057,0.052,0.017,0.012,0.033,0.072,0.074,0.032,0.034,0.036,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,nitrogen regulation protein NR(II),K07708,"two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]",glnL,T,"Signal transduction histidine kinase, nitrogen specific",R7A2020_19190,3954103,3955245,1143,-1,TRUE,FALSE,FALSE,1016.4,1691.6,1495.1,1258.2,86.0,79.5,740.1,582.3,344.7,252.2,192.8,799.3,1201.4,1698.4,2348.2,945.2,925.384,-4.328,0.634,56.673,0.000,0.000,7,NA
R7A2020_19195,0.081,0.13,0.075,0.066,0.053,0.089,0.144,0.087,0.068,0.059,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,tRNA dihydrouridine synthase DusB,K05540,tRNA-dihydrouridine synthase B [EC:1.-.-.-],dusB,J,"Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines",dusB,3955242,3956270,1029,-1,TRUE,FALSE,FALSE,2439.4,1730.9,2449.1,1493.7,1947.5,2331.1,2398.1,2577.6,1995.2,2046.2,2852.2,3121.2,1874.6,1729.4,4086.2,3333.1,2405.618,-0.808,0.329,17.046,0.017,0.211,NA,NA
R7A2020_19200,0,0,0,0,0,0,0,0,0,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,I,bifunctional 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase/2-C-methyl-D-erythritol 2,K12506,"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:2.7.7.60 4.6.1.12]",ispF,I,"Bifunctional enzyme that catalyzes the formation of 4- diphosphocytidyl-2-C-methyl-D-erythritol from CTP and 2-C-methyl- D-erythritol 4-phosphate (MEP) (IspD), and catalyzes the conversion of 4-diphosphocytidyl-2-C-methyl-D-erythritol 2- phosphate (CDP-ME2P) to 2-C-methyl-D-erythritol 2,4- cyclodiphosphate (ME-CPP) with a corresponding release of cytidine 5-monophosphate (CMP) (IspF)",R7A2020_19200,3956516,3957739,1224,1,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19205,0.056,0.124,0.07,0.049,0.065,0.049,0.126,0.072,0.07,0.063,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,CinA family protein,K03743,nicotinamide-nucleotide amidase [EC:3.5.1.42],cinA,S,Belongs to the CinA family,R7A2020_19205,3957736,3958239,504,1,TRUE,FALSE,FALSE,708.7,577.6,687.4,375.5,981.9,335.9,1367.0,1068.3,859.3,1955.3,1437.7,1348.9,432.9,1162.7,1549.1,1491.4,1022.479,-1.220,0.610,13.121,0.069,0.413,NA,NA
R7A2020_19210,0.036,0.057,0.026,0.015,0.031,0.044,0.087,0.044,0.041,0.023,NE,NE,NE,NE,NA,NE,NE,TY-GD,NE,I,type II toxin-antitoxin system RatA family toxin,K18588,coenzyme Q-binding protein COQ10,MA20_29700,I,Oligoketide cyclase lipid transport protein,R7A2020_19210,3958242,3958697,456,-1,TRUE,FALSE,FALSE,228.7,105.7,215.6,567.5,104.0,4.0,434.6,571.6,125.3,155.3,300.8,286.4,239.3,280.8,283.9,424.2,271.264,-2.724,1.046,11.124,0.133,0.544,NA,NA
R7A2020_19215,0.001,0,0,0,0,0.001,0,0,0,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,H,lipoyl synthase,K03644,lipoyl synthase [EC:2.8.1.8],lipA,H,"Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives",lipA,3958708,3959673,966,-1,FALSE,FALSE,FALSE,7.1,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19220,0.072,0.14,0.081,0.068,0.068,0.059,0.113,0.054,0.05,0.054,NE,NE,NE,NE,NA,NE,NE,WT-TY-ES,NE,S,GlsB/YeaQ/YmgE family stress response membrane protein,NA,NA,ydaS,S,Transglycosylase associated protein,R7A2020_19220,3959811,3960068,258,-1,TRUE,FALSE,FALSE,247.1,346.2,223.5,67.6,280.3,695.6,288.4,190.5,248.9,450.4,67.4,447.5,163.2,493.7,61.6,323.0,287.484,1.328,1.051,3.519,0.833,0.969,NA,NA
R7A2020_19225,0.03,0.059,0.025,0.024,0.028,0.052,0.095,0.049,0.044,0.039,NE,NE,NE,NE,NA,NE,NE,TY-GD,GR-ES,C,dihydrolipoyl dehydrogenase,K00382,dihydrolipoamide dehydrogenase [EC:1.8.1.4],lpdA,C,Dehydrogenase,lpdA,3960168,3961613,1446,-1,TRUE,FALSE,FALSE,1487.9,631.0,1326.5,758.3,821.1,243.4,1692.3,782.5,777.7,784.6,592.3,1575.3,1581.6,1070.1,2277.7,2110.1,1160.369,-2.057,0.636,12.173,0.095,0.481,NA,NA
R7A2020_19230,0.07,0.135,0.065,0.059,0.068,0.068,0.149,0.085,0.061,0.061,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,SGNH/GDSL hydrolase family protein,NA,NA,NA,E,GDSL-like Lipase/Acylhydrolase family,R7A2020_19230,3961630,3962265,636,-1,TRUE,FALSE,FALSE,763.7,463.9,1283.3,921.3,699.9,3124.0,873.1,793.2,836.6,1357.8,1551.5,1592.2,1405.2,548.0,1338.2,910.8,1155.058,0.752,0.618,9.223,0.237,0.671,NA,NA
R7A2020_19235,0.051,0.118,0.051,0.048,0.065,0.045,0.135,0.045,0.053,0.059,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_19235,3962262,3962678,417,-1,TRUE,FALSE,FALSE,124.2,342.1,346.3,210.1,286.3,243.4,775.7,452.8,560.8,679.6,92.9,913.0,1442.7,676.1,770.4,384.7,519.126,-1.138,0.858,10.695,0.152,0.575,NA,NA
R7A2020_19240,0.044,0.086,0.044,0.035,0.036,0.065,0.12,0.047,0.059,0.051,NE,NE,NE,NE,NA,NE,NE,NE,GR-GD,C,pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase,K00627,pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12],pdhC,C,The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2),R7A2020_19240,3962694,3964070,1377,-1,TRUE,FALSE,FALSE,697.4,1326.3,1534.3,1282.4,989.7,1780.6,1107.5,2579.7,1541.2,1670.6,1160.2,2021.8,819.2,1272.0,1265.8,2136.7,1451.714,-0.311,0.521,4.823,0.682,0.922,NA,NA
R7A2020_19245,0.02,0.039,0.014,0.018,0.017,0.046,0.072,0.031,0.035,0.032,NE,NE,NE,NE,NA,NE,NE,TY-GD,GR-ES,C,pyruvate dehydrogenase complex E1 component subunit beta,K00162,pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1],pdhB,C,The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2),R7A2020_19245,3964089,3965474,1386,-1,TRUE,FALSE,FALSE,357.2,218.4,1118.7,667.8,498.7,850.6,1316.9,1148.6,729.8,515.4,723.5,518.1,679.3,428.3,2215.5,1632.8,853.130,-1.526,0.525,34.351,0.000,0.002,13,NA
R7A2020_19250,0.027,0.034,0.011,0.008,0.023,0.038,0.079,0.035,0.037,0.041,NE,GIFU-GD,NFR5-GD,NE,NA,NE,NE,TY-GD,GR-ES,C,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha,K00161,pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1],pdhA,C,The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2),pdhA,3965490,3966527,1038,-1,FALSE,FALSE,FALSE,499.7,372.3,873.0,439.5,59.3,45.7,1841.1,701.1,161.4,315.8,1261.2,814.0,459.3,518.9,862.4,1505.8,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19255,0,0,0,0,0,0,0,0,0,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,D,septum formation initiator family protein,NA,NA,MA20_41765,D,Septum formation initiator,R7A2020_19255,3966721,3967044,324,-1,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19260,0.031,0.079,0.048,0.026,0.035,0.035,0.076,0.048,0.02,0.039,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,MarR family transcriptional regulator,NA,NA,NA,K,MarR family,R7A2020_19260,3967245,3967781,537,1,TRUE,FALSE,FALSE,511.0,91.6,580.3,214.9,40.4,207.7,339.8,376.8,205.2,518.4,544.7,285.4,250.4,122.9,566.6,150.0,313.655,-1.544,1.029,4.298,0.745,0.941,NA,NA
R7A2020_19265,0.053,0.104,0.047,0.059,0.055,0.041,0.086,0.049,0.031,0.039,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,gamma carbonic anhydrase family protein,NA,NA,NA,S,Bacterial transferase hexapeptide (six repeats),R7A2020_19265,3967778,3968374,597,1,TRUE,FALSE,FALSE,734.1,506.2,463.9,417.8,462.6,877.4,273.9,552.3,554.9,341.7,577.2,432.8,973.3,1427.9,482.9,399.1,593.614,0.589,0.597,11.957,0.102,0.500,NA,NA
R7A2020_19270,0.041,0.043,0.025,0.011,0.013,0.043,0.026,0.009,0.007,0.014,RHIZO-GD,RHIZO-GD,RHIZO-GD,RHIZO-GD,NA,NE,NE,NE,NE,G,phosphopyruvate hydratase,K01689,enolase [EC:4.2.1.11],eno,G,Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis,eno,3968546,3969820,1275,-1,FALSE,FALSE,FALSE,597.2,1055.6,750.1,1110.9,206.4,213.6,127.7,79.2,400.2,860.1,342.6,403.3,463.3,573.9,716.0,438.5,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19275,0.096,0.151,0.077,0.074,0.074,0.109,0.17,0.08,0.103,0.077,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,PRC-barrel domain containing protein,NA,NA,NA,S,PRC-barrel domain,R7A2020_19275,3970206,3970571,366,-1,TRUE,FALSE,FALSE,766.6,438.8,946.2,821.1,594.1,547.5,917.9,236.6,508.7,1277.9,226.5,567.6,1007.8,534.4,1114.6,1306.3,740.245,-1.099,0.695,7.287,0.400,0.790,NA,NA
R7A2020_19280,0.034,0.08,0.057,0.046,0.017,0.057,0.075,0.046,0.04,0.011,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,dodecin domain-containing protein,K09165,dodecin,NA,S,Dodecin,R7A2020_19280,3970655,3970858,204,-1,TRUE,FALSE,FALSE,112.9,59.4,118.9,109.9,348.2,224.6,98.8,178.8,417.0,116.1,455.2,105.3,34.5,14.9,78.3,10.8,155.212,2.671,1.184,13.857,0.054,NA,NA,NA
R7A2020_19285,0,0,0,0,0,0,0,0,0,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,M,3-deoxy-8-phosphooctulonate synthase,K01627,2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55],kdsA,M,Belongs to the KdsA family,kdsA,3970944,3971804,861,-1,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19290,0.055,0.103,0.061,0.053,0.051,0.047,0.104,0.053,0.051,0.036,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,VOC family protein,NA,NA,NA,E,Glyoxalase-like domain,R7A2020_19290,3971801,3972691,891,-1,TRUE,FALSE,FALSE,1177.4,533.3,785.4,1377.8,1667.2,1121.8,1442.0,1250.3,1933.9,1351.1,831.5,2052.4,1247.0,1066.3,1281.4,304.3,1215.022,0.802,0.625,4.576,0.712,0.934,NA,NA
R7A2020_19295,0.065,0.145,0.073,0.089,0.056,0.056,0.177,0.097,0.101,0.081,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,Dabb family protein,NA,NA,NA,S,Stress responsive,R7A2020_19295,3972785,3973075,291,-1,TRUE,FALSE,FALSE,427.7,302.9,185.6,362.3,935.5,802.9,624.2,354.3,444.8,1020.5,610.9,288.5,112.5,679.3,214.0,545.5,494.760,1.180,0.829,6.205,0.516,0.850,NA,NA
